country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,North Carolina,,,US-NC,,2020-06-29,-8,3,80,-23,-34,9
US,United States,North Carolina,,,US-NC,,2020-06-30,-7,3,68,-21,-34,10
US,United States,North Carolina,,,US-NC,,2020-07-01,-5,5,63,-19,-36,9
US,United States,North Carolina,,,US-NC,,2020-07-02,0,13,85,-16,-38,9
US,United States,North Carolina,,,US-NC,,2020-07-03,-6,14,138,-22,-56,12
US,United States,North Carolina,,,US-NC,,2020-07-04,-31,0,113,-25,-27,4
US,United States,North Carolina,,,US-NC,,2020-07-05,-19,-7,55,-21,-21,3
US,United States,North Carolina,,,US-NC,,2020-07-06,-6,4,88,-20,-38,9
US,United States,North Carolina,,,US-NC,,2020-07-07,-10,1,64,-21,-36,11
US,United States,North Carolina,,,US-NC,,2020-07-08,-10,0,54,-23,-36,10
US,United States,North Carolina,,,US-NC,,2020-07-09,-10,2,58,-23,-35,10
US,United States,North Carolina,,,US-NC,,2020-07-10,-12,0,85,-21,-34,9
US,United States,North Carolina,,,US-NC,,2020-07-11,-14,2,100,-12,-11,3
US,United States,North Carolina,,,US-NC,,2020-07-12,-13,-1,67,-19,-16,3
US,United States,North Carolina,,,US-NC,,2020-07-13,-9,2,77,-23,-35,9
US,United States,North Carolina,,,US-NC,,2020-07-14,-8,3,86,-23,-35,9
US,United States,North Carolina,,,US-NC,,2020-07-15,-9,1,64,-25,-35,9
US,United States,North Carolina,,,US-NC,,2020-07-16,-10,2,64,-23,-35,10
US,United States,North Carolina,,,US-NC,,2020-07-17,-12,0,79,-22,-34,9
US,United States,North Carolina,,,US-NC,,2020-07-18,-16,0,91,-13,-13,3
US,United States,North Carolina,,,US-NC,,2020-07-19,-13,0,58,-20,-17,3
US,United States,North Carolina,,,US-NC,,2020-07-20,-11,1,65,-23,-35,9
US,United States,North Carolina,,,US-NC,,2020-07-21,-10,2,68,-24,-35,10
